日付,小計
2020-04-27T00:00:00+09:00,4
2020-04-28T00:00:00+09:00,1
2020-04-29T00:00:00+09:00,1
2020-04-30T00:00:00+09:00,4
2020-05-01T00:00:00+09:00,1
2020-05-02T00:00:00+09:00,1
2020-05-03T00:00:00+09:00,0
